crimson-red,1
freestone,21
felix,2
leather-like,1
18-25,1
18-24,3
tasty,127
18-22,1
studding,3
diversity,12
overflowing,8
resonating,52
deserve,8
38-year,2
roses,100
lemon-lime,30
thalabert,1
gregariously,2
stambor,1
uncorked,2
finale,21
pillowy,1
blankiet,4
dashe,5
hand-destemmed,1
wife,26
estate-typical,1
numbing,1
platter,3
granitic,14
low-keyed,1
roi,4
tarry,70
no-fuss,2
barons,4
research,2
reynaud,1
brottes,1
argianos,2
ott,3
spine-tingling,1
subsided,1
dairy,4
subsides,3
cress,7
crest,2
kiwifruit,12
bergbieten,4
mouth-saturating,3
mornings,2
treating,1
robles-based,1
list,31
cascading,5
singularly,2
lisa,5
cranberry-scented,2
2014-2023,4
2014-2022,27
2014-2021,5
2014-2020,7
2014-2027,3
2014-2026,11
2014-2025,8
2014-2024,35
haas,6
2014-2029,7
2014-2028,4
plum-tinged,1
invention,1
haan,1
super-fine,2
haag,9
sangiovese-cabernet,1
tardvie,1
sun,30
sum,7
brief,20
sui,1
suv,1
version,191
sur,27
brier,4
entwine,2
2012-27,1
toes,3
christian,6
theresa,1
querciabella,2
compressed,10
pizzerias,1
oakville,14
stiffness,2
microvinifications,1
matrots,1
solitude,1
clapes,1
enlivened,78
fourdres,1
florence,8
rustic,156
food-friendliness,2
horses,3
flat,11
flaw,1
miro,3
hissez,1
flax,4
flag,1
sustainably-farmed,1
flab,1
flan,7
cariblanco,1
presumed,1
89-acre,1
caveat,2
woodcutter,2
blewitt,11
salted,53
middle-palate,3
rather,471
magpie,3
occasionally,12
art-of,1
okay,1
pomino,2
never-ending,7
adventure,1
concentrating,3
short,87
susan,8
meticulous,11
encases,1
supervision,1
shore,1
climaxes,1
balloon,1
argyle,2
emmanuel,1
nantz,1
5-hectare,1
sopra,16
neive,7
cichitti,1
generously,29
palmina,19
grippy,54
hunter,6
unrefined,5
pere-verge,2
adventurous,2
instructions,8
coutets,3
mastered,3
malbecs,5
weighs,5
tilted,1
weight,595
richeness,1
nuova,21
alcohol,663
hill,95
compounding,1
clove-scented,2
friday,1
lagniappe,2
grillenparz,1
czars,1
carboniaone,1
faller,6
nome,1
seperately,1
fallen,1
limestone,128
seeming,10
traveled,2
traveler,1
jeb,7
story,35
mckinlay,1
leading,148
pora,25
storm,6
cassis-currant,1
descombes,1
store,14
mainstay,2
segue,13
vandenberg,5
off-putting,1
luckily,1
artigas,1
wayfarer,4
bouche,1
versatility,7
full-mid,1
world-renowned,3
kind,47
lower-toned,9
cradled,1
kink,1
rock-laced,1
emilion,44
unrelenting,1
shrewd,2
illahe,1
machine-oil,1
wilson,1
drop-dead,37
cocoa-powder,1
larose,1
a-quarter,1
electric,21
rarefied,1
camphor-laced,1
patterned,1
traditional,169
lying,4
chapelle,18
fining,38
rosella,9
rayas,16
louis-benjamin,5
triangle,3
gains,136
cote,59
superripe,179
dijon,22
tree-huggers,1
engraved,1
relentless,25
wrote,21
pergolaia,2
overripeness,3
pepper-encrusted,1
framingham,3
rhubarbs,1
schlossbockelheimer,2
jasmin,3
solo,1
tapenade-like,1
feytit,2
sold,65
sole,2
williams-selyem,1
ripe-fruit,3
oversee,4
unfruity,1
fine-tune,1
sweet,4357
sweep,2
dudes,1
patricia,3
krug,3
nettles,9
village,118
startling,1
flight,13
flinty,89
precision,237
softest,4
cinco,1
demand,10
perrier,1
frozen,5
addictively,2
now-2025,21
abrecht,1
douro,1
incognito,1
santenots,1
insistently,2
now-2021,6
brambling,1
chestnuts,5
farmstead,1
one-quarter,1
granite-rich,1
purplish-toned,2
prerequisite,1
higher,137
black-raspberry,4
restraint,55
cement,28
essences,14
bourgeois,7
dulling,1
julienas,1
once-neglected,2
cuisines,3
questions,1
15-year,3
continent,1
treacle,9
fermenter,1
treacly,4
structure-buffering,1
one-bottle,2
light-bodied,48
advocate,80
mineral-spiced,6
volver,3
varners,14
skeptical,1
admittedly,6
separately,33
collect,1
rhones,12
casamatta,2
food-friendly,41
sauced,4
sauces,2
mid-2010,1
40-second,1
sharp-edged,1
lavender-scented,1
retro,4
contrasting,4
refused,3
savoir,2
elixir,9
refuses,12
floral-like,1
vivid,399
cautious,2
bristling,2
rangy,4
range,371
lends,48
fluttering,2
rangi,3
complementing,12
majeski,1
warmed,1
artifice,3
meat-styled,1
impressed,31
rows,6
lone,2
long,4088
summertime,1
authored,2
dark-loam,1
audacious,2
gracefulness,6
pumped-up,1
lower-elevation,1
thyme-tinged,1
fulfilling,2
sullied,1
la-sainte,2
chaliots,1
well-supported,1
steeped,41
sagebrush,1
rally,1
kunzli,1
rackling,1
peach,1155
peace,2
backs,3
saffron,42
nick,7
sweetbreads,1
vineyard-s,1
high-wired,1
nice,320
dale,2
smitten,3
godolphin,1
rjonwine,7
meaning,9
allowing,44
fertilizer,2
martinenga,3
dressner,2
wildness,5
impatient,1
harcourt,2
buffalo,1
reined,2
smith-madrone,1
carnality,1
windy,5
gang,1
ultra-silky,1
2008-2040,1
discordant,1
shiraz,321
uphold,1
languages,1
pinotphiles,1
good-value,1
include,55
mainstream,4
yves,6
rochettes,1
drc-like,4
brunellino,1
maximilien,2
jaw-dropping,7
melleresses,2
toils,1
out-italy,1
gripping,76
vanilla-coconut,3
acin,1
enamoured,2
acid,314
makers,5
folk,1
showcase,15
concessions,3
19th,4
krankl,30
seavey,2
degree,47
vendemmia,2
kangaroo,1
youngest,8
explore,7
dolcetto,19
tannat,13
ho-hum,1
settling,11
eglise,3
pickle,1
larger,26
shades,33
esque,1
leaving,129
suggests,101
olivier,30
shaded,35
ventoux,12
improbably,2
apt,8
improbable,1
duck,39
from,7371
frog,11
underscoring,6
examination,2
across-the,1
15-18,5
medium-toasted,1
galvanically,1
clever,3
powdered-chocolate,1
certified-sustainably,1
kaleidoscopic,7
ultralong,1
nussberg,1
devil-may,2
accrues,1
dissolve,1
inaccessible,1
gaminess,9
45-second,5
recognized,10
borja,3
syndrome,1
stewardship,1
roughness,5
justifiably,2
struggled,2
grernache,1
caramel-covered,1
attend,1
rudesheimer,3
acidity-somewhere,1
1851-1925,1
taco,1
full-flavored,25
highlands,49
quick-cook,2
jimsomare,1
father-mother,2
etches,2
six-year,1
beauties,4
reeling,1
interpreted,2
whilst,14
kreuznach,2
phanite,1
superior,28
sundance,1
ornellaias,1
ricotta,1
holiday,2
crowds,3
mesquite-tinged,1
impressing,5
ambition,4
successor,4
clippings,1
measly,2
enviable,6
oxidizable,1
bickford,1
retaste,1
cream-laced,1
rosehip,2
merlot-solidly,1
out,1151
southerly,2
cerebral,2
gossamer,10
toasted-roasted,1
endeavours,1
under-valued,1
fourth-consecutive,1
doubtless,5
pours,6
marquise,1
corralled,1
oeschle,1
whare,8
grafenberg,1
pixelated,2
180-degree,1
organic,87
g,100
iron-rich,4
traditionalists,1
biale,11
biting,6
rudolf,1
12-year,4
obscurity,1
delicately,53
bonnet,1
bonnes,1
cantine,1
ever-fickle,1
champalou,2
brulee-like,1
unknown,5
priority,2
stephan,2
potts,1
misunderstood,2
vt-weight,1
zest-scented,1
mules,1
diminish,2
astounded,2
phenols,2
underpriced,2
topnote,79
encore,6
zinc-like,1
coalesced,1
fowl,2
ringer,5
delineated,187
clio,12
linked,1
dueros,4
reeks,1
guavas,1
martha,2
3-year,3
heck-of,1
collaboration,9
who,382
precent,1
invests,1
why,85
pips,1
atypical,21
pipe,75
rollan,1
crozes-hermitage,19
agreed,2
pleaser,11
artfully,1
longevity,79
masculine-styled,2
elderberry,2
utter,5
celebratre,1
feat,2
pleased,15
litigation,1
nearer,1
2012-2035,2
2012-2032,1
2012-2030,4
2012-2031,1
deeply-hued,1
inhabit,1
local,36
lafitte,6
low-octane,1
vaudesir,3
open-throttle,1
married,10
leviathan,3
15th,4
southwold,1
available,39
requirement,1
beaulieu,1
longer-lived,7
luminous,9
pesquie,2
monstrous,3
multifaceted,11
benedictine,1
crudo,1
converted,1
favot,2
crude,1
bought,19
jos,1
ability,24
opening,69
joy,34
steepest,2
wairau,19
job,50
joe,74
joh,1
edge-free,1
jon,1
piece,7
marrowy,1
fornace,3
april,27
grounds,3
rpm,1
ezio,1
trademark,10
offers,1476
chalk-dusted,1
karthauserhof,2
ensuring,6
confers,1
valrhona,3
esperance,5
stunning,291
medicinal,108
motif,2
ringing,3
thus,35
well-restrained,2
rooster,1
draining,1
lightweight,13
hocus,2
perhaps,195
exuberance,42
largest,23
difficult,56
conceived,2
vizcarra,7
romeo,4
warming,12
sanjust,4
web-2009,31
web-2008,20
camphor,102
web-2001,1
undertaken,2
web-2003,3
web-2002,4
web-2005,5
web-2004,6
web-2007,42
floral-framed,3
nadal,2
cameo,1
heavily,26
additon,1
rind-scented,1
worn-in,9
earth-laced,3
guts,5
super-extracted,1
yellow-straw,1
arresting,4
texturally,12
tawny,11
1989s,6
usage,1
auberts,2
shotfire,2
meursault,19
presa,1
execute,1
press,15
georges,19
windsbuhl,9
fresh-from,1
pontallier,2
closerie,2
wonders,2
exhaustively,1
exceed,2
shapley,2
smoothly,71
church,13
employment,1
garriguescents,1
jeremy,1
altamura,1
floss,1
donjon,2
flaunts,4
ripper,14
pasta,21
paste,109
tikal,2
rare,81
carried,55
stir-fry,1
carries,130
half-each,1
ciliegiolo,4
entered,3
cranberry-like,3
outset,22
polished,504
honey-roasted,2
clifton,30
tartine,5
apricot-accented,1
colombini,7
promise,43
iron-clad,5
transfer,3
scintillating,5
luxuriantly,2
nourish,1
volume,167
rocco-or,1
annata,1
fossilized,1
distract,2
by-the,3
sgms,1
wine-growers,1
graphite,377
infusions,1
garbanzo,2
mintare,1
dumol,48
intimidating,1
kirsch-styled,1
jullien,7
rotofermenters,1
incredible,164
tourette,1
glint,1
western-facing,1
coffees,1
incredibly,143
conclusion,14
kinds,5
toasty,462
pumps,13
kinda,1
agly,2
cliff,2
moderation,1
de-selected,2
writings,1
finessed,38
yellow,600
rocketing,1
plaudits,1
ornato,10
conjure,3
kiona,3
electricity,2
14-year,1
regional,28
dell,25
forties,1
figs,44
kimmeridgien,1
differentiated,3
prize,3
obstruction,1
riper-year,1
over-sweet,1
succession,12
super-fresh,2
port-like,17
straight,60
classic-feeling,1
glassy,1
miller,12
stiffens,1
crisply,5
tether,1
roties,3
milled,1
beaucastel,28
decry,1
aalto,6
increasing,6
bordeaux-inspired,1
powder-fine,1
sugo,1
caliche,1
collette,2
leaning,6
jasmine,100
stayers,1
decadently-textured,1
jasmins,1
pulpier,1
istriana,1
lychee,60
maioli,1
divide,1
characterises,1
explained,4
pleiade,1
overshadow,1
escarpment,1
piemonte,5
closedness,1
telegraph,1
vom,1
heralded,3
relax,5
successful,69
benefiting,1
hurt,3
mouth-coating,19
budget-conscious,1
tying,4
mcginely,1
05s,1
stable-mate,1
leavens,3
famed,45
straddle,1
honied,3
coutet,27
melons,30
foodie,1
melony,12
80lb,1
preferably,4
cielo,1
damage,3
machine,2
machina,1
harlan,14
mesoclimate,2
suduiraut,45
shores,1
colhoun,1
gamins,2
destined,22
kissack,4
winy,2
effective,1
wins,12
attracts,1
cheri,1
wink,1
aeolian,1
specks,1
keeps,150
chery,1
wind,10
wine,9697
red-currants,1
chelini,1
vary,7
benmarco,2
1-17,1
affect,1
soothingly,1
black-currant,1
condada,1
matures,8
sancerre,41
condado,3
cencioni,1
matured,52
accentuating,3
hidden,37
enrica,4
inoculated,1
enrich,8
enrico,9
slicing,3
nuovas,1
aready,2
silver,10
structural,26
represents,97
serralunga,57
interfering,1
petrolo,3
financial,2
cenyth,1
40-70,3
40-75,1
precedes,2
ameliorate,2
diction,1
fouquet,1
tight-fisted,5
phenolic,46
rented,1
assured,5
15-acre,1
sensory,6
assures,1
metallico,1
knit,54
suppletannins,1
ups,1
batea,1
wasy,1
mid-priced,1
subtlety,42
shopped,2
wash,5
red-brown,1
pomegrante,2
bourgueil,10
colchuga,1
engagement,1
returns,7
touting,1
listed,8
blossoms,61
resonably,1
legs,6
blossomy,2
danish,4
predictably,1
japanese,4
predictable,1
leaf-tinged,1
sulphur,17
morphed,1
iteration,2
woodspice,2
turckheim,3
concrete,78
responsible,8
menthol-laced,1
eagerly,1
metallic,6
defiantly,2
delille,2
ermite,3
even,834
susie,2
zebras,1
honey-covered,1
victoria,8
affirmation,1
letter,1
retaining,27
drought,13
doix,1
grove,4
professor,3
overperformer,2
berry-driven,2
lpb,79
classicism,2
bomb,50
tequila,2
seduces,2
non-tempranillo,1
gauge,1
caper,2
menu,4
theme,15
profoundness,1
stone-filled,1
moelleux,12
chutney,2
110-year,1
ever,309
willcontinue,1
flanked,7
respond,1
blew,6
beso,1
fair,42
artadi,5
guerra,1
bled,1
bonarda,15
jammy-edged,1
ebro,4
oilier,1
fail,3
best,2446
oceanic,2
vaijra,1
score,91
prado,11
preserve,144
higher-elevation,1
microxygenation,1
carbon,2
dry-ish,1
aphillanthes,2
330cs,1
estates,78
up-front,51
adapted,2
fatty,2
vain,1
canyon,40
penalize,1
chroma,1
extraction,61
kingstons,1
life,177
oak-handling,1
lift,701
chile,26
child,10
chili,6
modern-day,6
chill,10
low-ph,2
skirts,1
vendanges,5
delicatessen,1
madonna,9
1-year,1
classified-growth,1
lushly,2
wehlener,28
demeter,4
fantino,2
pesseroles,1
decant,64
fairly,174
cabernet-dominated,3
tops,6
pioneers,9
elderflower,6
stupendous,18
tardive-like,1
bonny,2
wellfocused,1
bonne,1
technicolor,2
disguise,1
carefully-composed,1
lemon-cream,1
tomato-like,1
genevieve,3
collections,2
2009-2030,1
possible,38
firmer,41
tree-ripened,1
possibly,57
birth,8
firmed,56
unique,115
massively,29
elaborates,2
articulated,10
seaside,1
pavement,1
wineries,72
people,55
the-metal,6
lead-pencil,3
for,6540
soto,1
fox,3
fog,21
fom,1
pinched,9
site-driven,1
rhone,183
shifting,1
transcends,11
lingonberry,3
dollars,2
well-extracted,4
montsant,4
emilio,1
emilia,1
nixon,3
arcaute,2
reducing,3
wittmann,2
gauzy,3
sasparilla,1
halls,1
happy,31
fascination,3
medium-to,28
hemisphere,2
theobald,1
lays,1
mighty,6
feet,191
pleasure-bent,7
proud,7
liberal,1
sandy-textured,1
cassis,829
greener,6
proven,18
crumble,9
proves,20
exist,1
cassic,1
salmon-colored,1
dotted,2
imparting,13
unambiguously,1
superfresh,4
tastable,2
13-hectare,1
demonstrative,1
deathbed,1
invested,3
adrianna,5
gladysdale,1
spades,33
schram,2
costieres,2
peacock,1
pianrosso,11
oak-laden,1
forage,1
raciest,1
vet,1
dimensionality,1
rousing,1
weill,1
veg,6
tomato-skin,1
veterans,1
anise-tinged,1
fuligni,6
dried-apple,4
coeval,1
teas,1
teau,1
alicante,57
urgestein,1
team,71
bonfire,4
946-3130,1
prevent,4
minion,1
soft-spoken,1
steaks,5
venge,1
cleanliness,4
reminiscent,76
freaks,1
clavoillon,1
assertive,49
riskin,1
iastriana,1
mazis-chambertin,1
154-gms,4
studied,3
wherever,1
commonly,2
studies,2
smokier,17
love,188
ipe,1
bloody,11
marvelous,45
graach,1
ipt,1
forefront,8
relating,1
pietre,1
positive,40
early-and,1
predictions,1
tightly,298
7-31,1
wondering,5
brauneberger-juffer,2
introducing,5
afford,14
apparent,40
reprise,1
easiest,4
epitaph,1
valued,3
lumberjack,1
vegy,1
believer,8
believes,13
descriptor,1
vega,26
values,87
doisy-daenes,3
slowness,1
believed,20
domprobst,7
restaurants,7
matanzas,10
blueline,6
hides,12
calcaire,5
winter,25
grosset,1
grosser,1
elephant,3
fullbodied,1
stood,14
spot,40
tertre,3
date,81
data,2
shockingly,23
sectors,2
yielding,16
scents,631
sulfited,1
kong,1
barn-like,2
hauts,4
solace,1
lackluster,2
cleanest,1
oakley,3
oak-spicy,4
attraction,4
creations,1
toasty-oak,1
crowd-pleasing,6
decades,222
over-performer,1
matches,8
matcher,1
records,3
arriving,5
matched,39
intensely-concentrated,2
revert,1
bowling,1
breakthrough,3
giddy,2
container,2
rounding,6
bottlings-or,1
contained,12
suggesting,36
bordering,6
tournon,6
million,10
envelop,2
brokenwood,1
near-perfect,12
pennsylvanian,1
intensely,310
wineck-schlossberg,1
chartier,1
liberally,7
disguised,2
disguises,3
recompense,1
bothersome,2
massolino,3
potter,2
vote,2
potted,1
vizacarra,1
indicate,6
violet-scented,1
padding,2
representing,17
rival,17
future,113
prospect,5
tasted,607
tastes,98
taster,18
lurking,16
glimmers,3
jefferson,3
take,204
close-to,1
ugolaia,3
altered,1
standard-bearer,1
over-extraction,1
enamel,1
layon,1
occidental,7
unabated,1
walking,2
hirtzberger,5
surplus,2
definite,11
cetine,1
mince,1
far-reaching,1
silk-textured,1
cathiard,5
equipped,1
robe,2
caroline,11
sweet-smelling,2
countered,5
macdonnell,2
lagune,3
laguna,1
intermixed,231
bomba,2
silky-smooth,7
assimilate,7
well-contained,2
xmas,2
sleepers,2
sheathed,1
lavagna,1
pulp-laden,1
greennes,1
diver,1
mecca,1
paired,14
presage,3
cantaloupe,17
gervans,1
paciencia,4
last-minute,11
faded,8
reigns,1
preserves-and,1
loudly,7
soaking,5
expression,244
2001-a,1
prum,20
twin,10
lagrange,3
brulees,1
combines,216
throttled,1
breath,4
combined,48
crawford,1
almirez,3
sizeranne,3
influence,66
thousand,3
multi-faceted,5
monvigliero,16
char,11
isabelle,8
catacula,1
pleasurable,21
girth,3
hard-edged,12
ambient,2
2015-2037,1
2015-2035,9
seal-a,1
2015-2030,26
ctirusy,1
shuts,4
rodezno,2
coconuts,4
chardonnais,1
allocation,10
harris,2
cheery,3
costa,44
coste,7
costs,4
genie,3
30hl,1
durrell,1
rivaia,3
underline,4
barbecued,12
weekly,1
blondes,1
try-hard,1
frediani,2
lengthens,4
prominently,2
joyful,8
micro-estate,1
leaner,25
clan,2
fossils,2
heftier,2
clay,106
lebanon,1
hominis,1
cristina,1
dimensions,15
riveting,28
nicole,1
poise,62
ratios,3
struck-flint,1
piedmonts,1
industry,6
masterpieces,5
fruit-forward,45
berger,2
kendall-jackson,1
image,4
fritters,1
parties,5
purplish,16
2004-2040,2
reinvigorated,1
recommends,4
parusso,2
fastidious,1
parussi,3
cloned,2
clones,57
buying,8
wafer,1
tantalises,1
marne,1
agree,15
detailed,97
gone,27
carver,2
ad,4
ag,534
ah,2
am,96
al,2
an,3915
ap,3
as,4897
au,10
at,2973
sixteenth-century,2
rewa,1
beaming,1
novice,1
contemporaries,1
bizarrely,1
branzino,2
clairette,11
slant,2
herbs,990
middling,2
herby,1
charcoal-studded,2
infanticide,3
orange-preserve,1
sequana,2
mimic,3
spatburgunder,1
superdecadent,1
spice-shot,1
original,42
jonagold,22
instincts,5
bourcier,3
viura,2
content,24
caveats,2
healdsburg,2
domaine-bottled,1
pavie-decesse,1
alvarez,3
poggiarellino,8
laser-guided,2
bieville,1
talc-y,1
offal,1
casa,11
manageable,3
cunningly,1
condition,10
accompanying,5
marvellous,4
sluggish,1
dusky,9
taste-able,1
choucroute,1
sync,1
turning,59
situated,58
cast,21
section,18
burgundy,149
undelying,1
varietals,69
contrast,42
christophe,20
heed,1
hours,60
smartest,1
monja,1
amalgamation,1
pict,5
pick,195
action,2
l1r1yd19,1
puncheons,26
strolling,1
gueneau,1
excellently,2
bigness,2
cepage,4
ardanza,17
expansively,2
kibosh,1
evolves,14
keeping,67
langoa,2
12-50,1
allende,2
indicating,4
evolved,88
veltliner,23
beautiful,821
functionnaires,3
stated,4
rodriguez,4
autumn,16
sense,429
transcendent,2
sweetish,3
tapestry,11
tutaekuri,1
information,7
dazzle,2
deterred,2
browne,8
salvia,2
cline,4
cling,41
traditionally-minded,1
ridgecrest,3
aplenty,6
notri,1
includes,113
countryside,3
perrin,13
backyard,3
three-course,2
geographic,3
barnard,1
dellchen,1
2013-18,1
86-year,1
coarser,1
skipped,2
estrous,1
fine-cut,1
olivia,1
buffering,11
easy-odds,1
always,324
status,15
eiswein,3
bouquets,2
incipiently,5
silky,1315
missed,17
confitured,2
350-acre,1
colchagua,2
misses,10
streaking,2
darling,4
highway,7
drifting,2
porcelain,1
sparked,1
pitfalls,1
acorn,1
imagine,28
cherry-berry,1
sherbety-lemon,1
attainted,1
positioning,3
saldo,4
w,7
thereafter,10
number,99
ethereal,100
comtat,1
sure-fire,1
heads,4
threatening,1
heady,216
checkpoint,1
jamminess,5
prophyr,2
fully-loaded,1
relationship,12
immediate,68
fabien,9
appreciation,2
cedar-spiced,1
consult,2
focusing,14
grace,110
d-alsace,1
97s,1
determined,10
marriage,13
ranch,150
fights,4
well-developed,1
qpr,4
ballerina,2
silvery,4
equaled,2
analogy,4
commemorated,1
marceau,1
play,50
plan,35
supple-textured,6
masochiste,1
reward,82
pliable,1
covey,3
asua,1
cover,15
leanish,4
she-wolf,2
appelations,2
well-placed,3
session,2
well-endowed,9
myrat,4
impact,26
meiomi,2
well-crafted,29
re-taste,1
sotorrondero,1
dandelion,1
fanciness,1
closely,6
gratin,2
sleeve,2
low-fat,3
chevals,1
minerraly,1
obscure,4
porongurup,5
set,179
ser,1
ferments,14
sep,3
overwhelm,9
instituted,1
sex,19
see,157
sec,11
migration,1
sea,93
sweeter-than,1
sem,1
sel,24
outward,1
castellare,1
vitamins,1
muted,18
taming,4
nope,1
banditella,2
web0-2014,1
late-picked,3
unflagging,1
latkes,1
pagan,2
cinnamon-scented,1
long-term,28
whole,271
volcanic,27
drunk,142
seems,312
sociando-mallet,1
community,2
hollow,13
chocolate-like,2
roofing,1
saurels,3
acceptance,1
hitting,8
firm,1534
high-pitched,147
fire,14
puig-parahy,1
ampelos,1
spearheaded,1
towns,1
funk,14
romanico,2
grigios,1
dominio,5
formats,1
front-loaded,1
roguenant,1
pasanau,1
secluded,1
mote,1
owen,1
aude,2
funny,2
mcmanis,3
artisinal,5
decoy,4
sardinian,2
elevated,23
compote-flavored,1
pecking,4
elevates,2
gutsier,1
mavin,1
teeter,1
vineyard-designate,11
levels,117
leaps,2
cool-fermented,4
recent,143
canned,4
subtlely,2
carpineta,1
barrel-ferments,1
cognoscenti,1
old-viney,1
pastis-soaked,5
old-vines,9
crayfish,2
comprise,7
felsina,5
pre-dates,1
grenache-syrah,1
plagued,1
tanzer,25
longbottoms,1
boroli,4
hued,5
gumiel,1
pillars,1
hues,45
cupano,1
snappy,50
location,12
huet,13
demands,24
cottrell,2
wilkins,3
2018-2038,3
2018-2030,4
medium-long,10
2018-2035,6
overpower,3
milena,2
melville,40
irresistibly,3
indigene,4
sight,7
delorme,4
emigrating,2
tradicion,1
acid-sweetness,1
satin-textured,5
pietradonice,1
be,2383
ba,2
bl,1
bo,5
agreement,1
bv,1
addional,1
bs,13
santo,12
tidal,4
neyer,1
by,4603
santi,1
well-knit,10
anything,32
lanciego,1
stone-inflected,3
neblina,5
massimo,6
dead-ringers,1
tradizione,2
juicy-fruit,1
integral,7
doubters,1
skeins,1
primarily,75
eisele,1
must-try,1
specifically,8
occupy,2
under,203
creosote,22
excavating,1
relaxed,5
buttery,61
blandishments,1
link,3
line,145
relaxes,1
senorio,2
typicity,22
revitalizing,1
customers,15
mature,161
largest-scaled,1
endnotes,3
defined,118
nicely-integrated,1
defines,16
codes,1
kruger-rumpf,1
preventing,2
actors,1
drippings,1
swirl,8
sails,23
grassiness,6
faintly,20
syrahmi,1
mealy,4
meals,5
tailored,10
velles,2
rescued,2
walked,1
sawyer,6
underbrush-tinged,1
summit,7
walker,3
bordeaux-styled,3
mabry,11
essay,2
code,2
results,50
renown,5
lafaurie-peyraguey,8
description,10
send,2
citing,1
beerenauslese,3
sent,3
seppeltsfield,1
garden,26
swartland,5
sauvignon-cabernet,1
developmentally,1
peel-accented,1
categories,3
unctuously-textured,27
halcon,1
mediterranean,37
incidentally,18
index,1
twine,1
leaf-filled,1
twins,6
proffer,1
firms,24
bird,7
led,6
lee,16
eminently,13
leg,15
panelists,2
les,160
let,81
muscardin,2
better-producing,1
blueberrys,3
dried-out,1
essence-like,1
stellwagen,1
satin-like,1
residents,1
stephanie,1
barberas,5
primitivo-zinfandel,2
siro,4
standing,7
instantiation,1
side-by,5
roda,2
doubt,80
now-2050,4
chloride,1
cherry-vanilla,44
occurred,4
labelled,4
sharply,138
contemporary-styled,1
fillings,1
farmyard,1
gold-straw,1
insists,3
reproduce,1
mcprice,5
bent,5
sonnenuhr,38
high,469
bend,3
in-the,1
tableau,1
brown-sugar,1
insistent,25
especial,19
blocks,67
aspiring,1
await,4
pasteur,3
demonstrating,12
the-making,1
efficiently,3
jenson,4
prawns,3
acquitted,1
allow,53
two-fourteen,1
salivating,2
operative,1
vivens,1
petrol-like,2
hobbs,13
puerta,1
nadi,2
nady,2
clutha,1
kiss,27
delas,5
installment,1
eben,2
burgundian,74
sufficiently,8
delightful,63
overripe,39
barsac-inspired,1
twiggy,2
thirteen,4
pinot-ish,1
annunziata,5
banal,2
agriculture,5
l04612,1
bunches,20
nerthe,2
goldtropchen,1
prinsi,2
chavanay,1
surely,37
mourvedre-based,1
bieler,1
campogiovanni,1
tocornal,1
spill,1
david,39
davis,6
stimulate,1
piney,1
seguret,3
blown,15
pines,1
owned,76
olena,3
charged-up,2
owner,43
blows,9
buoyed,6
meyney-buy,1
schnitzel,1
helichrysum,1
norton,1
iota,1
painful,12
adopts,3
co-op,12
yerro,2
megan,3
1er,27
tuscan,43
steel,212
colleagues,8
steed,1
garnet-hued,1
steep,37
torrent,4
steer,2
90-year,5
classe,4
zinfandel-dominated,1
intriguingly,5
black-pepper,1
spelled,1
quietest,1
paulucci,1
blockbuster,105
clearly,118
heft,50
soak,14
studying,2
adjunct,1
decomposing,1
equaling,1
soar,25
herb-laced,2
medal,9
oak-enhanced,2
morrona,2
noire,2
warm-climate,2
montille,1
massively-concentrated,1
manchester,1
lloyd,1
noirs,58
championed,1
mute,7
plantey,1
softens,11
plantee,1
planted,440
bourbon,3
hope,17
shapelier,1
sweetie,3
intellectually,4
30-100,2
fonbel,1
blackcurrants,27
katharina,1
quarter-mile,1
luminosity,1
streamlined,24
brunello-like,2
shortchange,1
rein,1
eau-de,3
catastrophic,2
edition,14
copain,10
incense-laced,1
shock-and,1
see-through,1
kammern,1
atamisque,2
belinda,1
oak-averse,1
amber-edge,1
morandini,1
lime-green,1
drum,4
sugared,2
volley,1
ch,3
co,2
cm,1
cc,1
ca,11
arugula,4
typify,1
bottex,1
crafted,65
mishca,1
allocated,4
cv,2
acid-dominated,1
lambent,1
dazzling,32
taste,271
rochelle,1
hottest,2
recurring,3
many-shaded,1
glycerinlike,1
roasting,3
c2,1
gunpowder,7
beaujolais,37
laser,11
oiry,1
accentuates,5
wintergeen,1
cool-region,1
ripe,3444
litchee,1
lush,761
neapolitan,1
2028-2043,1
felice,1
russell,10
concealing,3
tondonia,6
highlighted,25
apricots,116
verna,26
coffee-accented,2
inlaid,8
ball,7
columbia,19
dusi,16
dusk,1
elicits,1
bale,1
low-yield,2
paving,5
baly,1
dust,49
weightlessly,2
26-year,2
colour,147
mourvedres,1
command,5
here-this,1
moments,3
suffusion,2
mazzocolin,1
frutiness,2
mourvede,1
teriyaki,4
longbottom,1
taunt,1
famously,20
bedazzling,1
innocenti,1
recurs,2
crisp,642
onion,3
2005-2060,1
bravay,2
ruby-looking,1
muri,1
indications,2
habitat,1
mura,12
mure,1
peaty,2
springs,62
thier,1
ballot,1
transport,1
astralis,3
sun-warmed,1
kloof,2
avoid,24
ether,2
raging,1
gros-tollot,1
benefitted,2
stags,4
electrically,1
clarendon,8
picos,2
volupta,1
stage,174
gained,28
pre-bottling,2
sister,27
barbarescos,16
seeds,5
alliance,2
commitment,4
boisterously,1
justifying,1
stamina,6
annette,1
naturally,52
function,5
destemming,2
delivery,17
chateauneuf-inspired,1
construction,6
delivers,330
illustrative,2
count,15
behemoth,8
deficiency,1
official,4
smooth,756
harvested,120
meyers,4
sumptuousness,2
